_name,CardID,InitClassID,ClassLV0SkillID,ClassLV1SkillID,EvoSkillID,Kind,Rare,DotID0,DotID1,DotID2,SellPrice,BuildExp,LoveEv1,BonusType,BonusNum,BonusType2,BonusNum2,BonusType3,BonusNum3,DeadVoice,DotScale,EffectHeight,CostModValue,CostDecValue,MaxHPMod,AtkMod,DefMod,GachaPicture,GachaStartX,GachaStartY,GachaEndX,GachaEndY,GachaScale,Event1BGM,Event2BGM,Flavor,Flavor2,Illust,MagicResistance,Ability,Ability_Default,FullShot1,Face1,PlatformType,PlatformTypeAwakening,PlatformTypeSkillAwakening,_TypeRace,_TradePoint,_AppearAbilityLevel,_AwakePattern,DotID3,DotID4,CharaImage0,CharaFace0,CharaImage3,CharaFace3,CharaImage4,CharaFace4,PlatformTypeAwakening2,Assign,Genus,Identity,Blood,HomeCooking,ChildCardID,OriginID,RootsID
森の守り手ローリエ,257,11800,92,92,445,1,3,0,257,0,3000,250,30,2,110,0,0,9,22,9961495,1.5,20.0,5,3,110,128,102,0,-452.0,-404.0,-142.0,-614.0,2.0,0,1,1753,5330,15,0,169,0,1,1,0,0,0,101,20,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,2
呪術師エヴァ,258,12300,237,237,388,1,4,0,0,0,9900,500,30,2,120,3,60,4,17,9961496,1.5,20.0,6,3,125,125,120,0,0.0,0.0,0.0,0.0,0.0,1,0,1761,5805,24,10,27,0,1,1,0,0,0,101,100,0,2,0,20258,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
剣士グローリア,259,3000,238,238,602,1,4,0,259,0,9900,500,30,2,90,3,90,3,72,9961495,1.5,20.0,8,5,130,122,113,0,-452.0,-404.0,-142.0,-614.0,2.0,0,1,1769,5492,1079,0,47,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,9,nil,0,3
機甲騎士フィー,260,1800,245,245,324,1,7,0,0,0,3000,250,30,2,90,3,90,3,72,9961496,1.5,20.0,5,3,118,116,116,0,0.0,0.0,0.0,0.0,0.0,1,0,1777,6396,27,0,136,0,1,1,0,0,0,101,1,0,2,0,20260,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,0
光の守護者アルティア,261,100,239,239,244,1,5,0,0,0,12000,1000,30,2,112,3,112,1,450,9961495,1.5,20.0,7,3,141,130,134,0,-452.0,-404.0,-142.0,-614.0,2.0,0,2,1785,6089,1809,0,135,134,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,8,nil,0,2
魔物使いスイル,262,12400,249,249,376,1,7,0,262,0,3000,250,30,1,450,2,90,4,17,9961496,1.5,20.0,5,3,110,120,120,0,0.0,0.0,0.0,0.0,0.0,1,0,1793,6398,1810,0,148,0,1,1,0,0,0,201,1,0,1,20262,0,1,1,0,0,0,0,0,0,0,0,0,2,nil,0,0
魔獣オルトロス,263,3100,0,0,0,2,5,0,0,0,0,0,30,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
爆砲の新兵カノン,264,11300,248,248,250,1,4,0,0,0,5000,500,30,2,90,3,90,8,20,9961496,1.5,20.0,8,5,124,116,125,0,0.0,0.0,0.0,0.0,0.0,0,1,1801,5807,1811,0,137,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,3
剣士レイブン,265,3000,254,254,603,1,4,0,265,0,9900,500,30,2,120,3,60,2,72,9961495,1.5,20.0,6,3,127,119,124,0,0.0,0.0,0.0,0.0,0.0,2,0,1812,5494,1820,0,203,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,nil,0,2
闇司祭ベルディナート,266,12500,258,258,619,1,4,0,0,0,9900,500,30,1,450,2,90,2,72,9961496,1.5,20.0,8,5,125,120,120,0,0.0,0.0,0.0,0.0,0.0,1,0,1821,5809,611,0,10,0,1,1,0,0,0,101,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,3
竜巫女ルビナス,267,10500,259,259,329,1,4,0,267,0,9900,500,30,1,300,2,120,6,14,9961495,1.5,20.0,6,3,121,126,123,0,0.0,0.0,0.0,0.0,0.0,2,0,1829,5811,611,0,140,0,1,1,0,0,0,301,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,2
提督リーンベル,268,1900,261,261,428,1,4,0,0,0,5000,500,30,2,90,3,90,5,16,9961496,1.5,20.0,8,5,119,126,120,0,0.0,0.0,0.0,0.0,0.0,0,2,1837,5496,35,0,143,0,1,1,0,0,0,101,3,0,1,20268,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,3
スケルトンランサー,269,2320,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9961483,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,nil,0,0
祝福聖霊ジョイ,270,13,0,0,0,2,5,0,0,0,5000,150000,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,1845,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
新世代山賊アマンダ,271,600,13,13,267,1,5,0,0,0,12000,1000,30,1,375,2,150,2,90,9961496,1.5,20.0,7,3,144,146,110,0,-692.0,-206.0,-4.0,-202.0,2.0,1,0,1846,6091,1253,0,139,138,1,1,0,0,0,101,400,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,nil,0,2
閃光の泥棒アニータ,272,12200,269,269,348,1,4,0,0,0,9900,500,30,1,300,2,120,9,24,9961495,1.5,20.0,6,3,130,125,115,0,0.0,0.0,0.0,0.0,0.0,2,0,1854,5813,964,0,145,0,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,2
姫騎士パテル,273,3200,268,268,375,1,7,0,273,0,3000,250,30,2,90,3,90,5,16,9961496,1.5,20.0,4,0,125,110,115,0,0.0,0.0,0.0,0.0,0.0,2,0,1862,6400,1295,10,146,0,1,1,0,0,0,101,1,0,1,20273,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
ロゼット,274,500,270,270,270,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961496,1.5,20.0,3,3,110,110,110,0,-692.0,-206.0,-4.0,-202.0,2.0,1,0,1870,0,27,15,219,144,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
風水士ピピン,275,11200,273,273,432,1,4,0,0,0,9900,500,30,1,450,2,90,1,360,9961495,1.5,20.0,8,5,123,127,115,0,0.0,0.0,0.0,0.0,0.0,2,0,1878,5815,1569,5,147,0,1,1,0,0,0,101,3,0,1,20275,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,3
呪術師ミトラ,276,12300,237,237,387,1,3,0,0,0,3000,250,30,2,110,0,0,5,15,9961496,1.5,20.0,5,3,140,110,100,0,0.0,0.0,0.0,0.0,0.0,1,0,1886,5332,10,10,47,0,1,1,0,0,0,101,1,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,9,nil,0,0
魔獣ケルベロス,277,3120,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
メトゥス,278,12600,279,279,279,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9961496,1.5,20.0,7,3,100,100,100,0,-692.0,-206.0,-4.0,-202.0,2.0,0,0,42,0,611,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
リッチ,279,3300,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,4,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
剣士ミーティア,280,3000,282,282,604,1,7,0,280,0,3000,250,30,1,450,2,90,2,72,9961496,1.5,20.0,2,0,106,104,100,0,-452.0,-404.0,-142.0,-614.0,2.0,0,1,1894,6402,525,0,33,0,1,1,0,0,0,101,1,0,1,20280,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,0
付与魔術師エルシャ,281,12700,283,283,465,1,4,0,281,0,9900,500,30,2,120,3,60,4,17,9961495,1.5,20.0,6,3,122,128,120,0,-692.0,-206.0,-4.0,-202.0,2.0,2,0,1902,5817,1929,5,179,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,nil,0,2
魔法剣士カシス,282,1600,101,101,101,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961496,1.5,20.0,3,3,109,106,105,0,0.0,0.0,0.0,0.0,0.0,1,0,1910,0,1927,10,1,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,nil,0,2
司祭シャロン,283,10800,83,83,83,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961495,1.5,20.0,3,3,113,105,102,0,-452.0,-404.0,-142.0,-614.0,2.0,0,1,1918,0,1030,15,9,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
老魔術師ゼンメル,284,10101,0,0,0,0,1,0,0,0,500,100,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,105,104,101,0,0.0,0.0,0.0,0.0,0.0,0,0,1926,0,1928,10,0,104,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
弓騎兵カティナ,285,2600,22,23,385,1,4,0,0,0,9900,500,30,2,120,3,60,7,20,9961495,1.5,20.0,6,3,119,138,113,0,-452.0,-404.0,-142.0,-614.0,2.0,1,0,1930,5498,963,0,149,0,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
帝国天馬騎士イザベル,286,1100,284,284,295,1,4,0,0,0,5000,500,30,2,90,3,90,1,360,9961496,1.5,20.0,8,5,115,127,123,0,-692.0,-206.0,-4.0,-202.0,2.0,0,1,1938,5500,1946,20,150,0,1,1,0,0,0,101,3,0,1,0,0,1,1,1,1,0,0,0,2,0,0,0,6,nil,0,3
帝国歩兵ディルク,287,101,0,0,0,0,1,0,0,0,500,70,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,103,102,105,0,0.0,0.0,0.0,0.0,0.0,0,0,1947,0,1928,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,nil,0,1
武王姫アリス,288,1400,288,288,289,1,5,0,0,0,12000,1000,30,2,150,3,75,6,18,9961496,1.5,20.0,7,3,145,135,120,0,0.0,0.0,0.0,0.0,0.0,0,2,1948,6093,1956,0,152,151,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,5,nil,0,2
聖森の番人リコラ,289,12100,117,117,354,1,4,0,0,0,9900,500,30,2,150,0,0,7,20,9961496,1.5,20.0,8,5,118,120,127,0,0.0,0.0,0.0,0.0,0.0,2,1,1957,5819,1965,0,20,0,1,1,0,0,0,101,3,0,1,20289,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,3
刻聖霊ボンボリ,290,15,1107,0,0,2,4,0,0,0,3000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,1966,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
背反の癒し手ユーノ,291,10200,301,301,314,1,4,0,0,0,5000,500,30,1,300,2,120,6,14,9961496,1.5,20.0,8,5,109,130,126,0,-764.0,-538.0,-296.0,-612.0,2.0,2,0,1967,5821,1983,0,155,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,3
術士女官シャーリー,292,2800,302,302,349,1,4,0,292,0,9900,500,30,1,450,2,90,3,72,9961495,1.5,20.0,6,3,125,130,115,0,0.0,0.0,0.0,0.0,0.0,1,2,1975,5502,1353,10,154,153,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,2
超強化トラップ,293,2720,0,0,0,2,5,229,0,0,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
ルイーズ,294,500,303,303,341,1,4,0,294,0,9900,500,30,2,90,3,90,3,72,9961496,1.5,20.0,6,3,127,119,124,0,-692.0,-206.0,-4.0,-202.0,2.0,1,0,1984,5504,1992,15,156,0,1,1,0,0,0,101,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,3
魔女メローネ,295,10300,21,21,21,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961495,1.5,20.0,3,3,104,116,100,0,0.0,0.0,0.0,0.0,0.0,0,1,1993,0,962,10,27,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
錬金術士テルマ,296,12000,1,1,1,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961496,1.5,20.0,3,3,107,113,100,0,0.0,0.0,0.0,0.0,0.0,2,0,2001,0,2009,0,26,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,2
紅輪の道士ナタク,297,3400,316,316,377,1,5,0,297,0,12000,1000,30,2,150,3,75,8,25,9961495,1.5,20.0,7,3,135,135,130,0,0.0,0.0,0.0,0.0,0.0,0,1,2010,6095,853,15,173,1,1,1,0,0,0,1001,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0,nil,0,2
魔導司祭エターナー,298,10800,223,223,330,1,5,0,0,0,12000,1000,30,1,350,2,140,4,19,9961496,1.5,20.0,9,5,128,131,136,0,0.0,0.0,0.0,0.0,0.0,2,0,2018,6097,1079,30,390,133,1,1,0,0,0,101,15,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,8,nil,0,3
密林の守護者ダナン,299,200,322,322,322,1,2,0,0,0,1500,150,30,1,500,0,0,0,0,9961495,1.5,20.0,3,3,105,110,105,0,0.0,0.0,0.0,0.0,0.0,0,1,2026,0,2044,0,6,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,nil,0,2
密林の弓騎兵ルナール,300,2600,1,1,1,1,2,0,0,0,1500,150,30,2,100,0,0,0,0,9961496,1.5,20.0,3,3,104,118,98,0,0.0,0.0,0.0,0.0,0.0,2,0,2034,0,1495,0,5,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,nil,0,2
密林の射手,301,10001,0,0,0,0,0,0,0,0,300,40,0,0,0,0,0,0,0,9961483,1.5,20.0,0,1,108,102,90,0,0.0,0.0,0.0,0.0,0.0,0,0,2042,0,1928,0,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
密林の老練射手ガガ,302,10001,0,0,0,0,1,301,0,0,500,100,0,0,0,0,0,0,0,9961483,1.5,20.0,1,2,100,112,98,0,0.0,0.0,0.0,0.0,0.0,0,0,2043,0,1928,0,0,104,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,1
光彩聖霊フェス,303,16,325,325,325,2,5,0,0,0,6000,0,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,2045,0,2088,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
角竜騎士ナディア,304,2500,326,326,411,1,4,0,0,0,9900,500,30,1,300,2,120,6,14,9961496,1.5,20.0,6,3,122,132,116,0,0.0,0.0,0.0,0.0,0.0,1,0,2046,5506,1569,0,157,0,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,9,nil,0,2
帝国兵長リーゼロッテ,305,100,41,41,327,1,4,0,0,0,5000,500,30,1,450,2,90,3,72,9961496,1.5,20.0,10,5,125,120,127,0,0.0,0.0,0.0,0.0,0.0,0,2,2054,5508,2062,0,158,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,1,1,0,2,0,0,0,6,nil,0,3
鬼神姫ラクシャーサ,306,3500,331,331,335,1,5,0,306,0,12000,1000,30,2,150,6,15,6,18,9961496,1.5,20.0,7,3,130,140,130,0,0.0,0.0,0.0,0.0,0.0,0,2,2063,6099,2087,30,161,160,1,1,0,0,0,701,400,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,nil,0,2
魔界闘士リスティス,307,1300,332,332,421,1,4,0,307,0,9900,500,30,1,300,2,120,7,20,9961496,1.5,20.0,6,3,127,119,124,0,0.0,0.0,0.0,0.0,0.0,0,2,2071,5510,1295,0,239,238,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,nil,0,2
暗黒騎士,308,1200,333,333,334,0,5,0,0,0,12000,2000,30,2,70,3,35,7,22,9961483,1.5,20.0,7,3,140,132,138,0,0.0,0.0,0.0,0.0,0.0,0,0,2079,7028,649,15,163,162,1,1,0,0,0,0,15,0,3,20308,20308,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
王子【神器装備】,309,9920,336,336,336,0,5,0,1,0,500,0,0,0,0,0,0,0,0,9961483,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,1956,20,159,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
密林の槍騎兵チグリ,310,300,108,108,108,1,2,0,0,0,1500,150,30,1,500,0,0,0,0,9961496,1.5,20.0,3,3,107,109,104,0,-82.0,-554.0,-600.0,-606.0,2.0,1,0,2089,0,2097,10,5,0,0,0,0,0,0,101,0,55,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,nil,0,2
帝国軍師レオナ,311,10900,442,442,446,1,4,0,0,0,9900,500,30,2,120,3,60,2,72,9961496,1.5,20.0,6,3,117,133,120,0,0.0,0.0,0.0,0.0,0.0,0,1,2098,5823,2344,0,192,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,1,1,0,2,0,0,0,6,nil,0,0
皇帝,312,9800,443,443,443,0,5,0,1,0,0,0,0,0,0,0,0,0,0,9961483,1.5,20.0,0,0,110,115,85,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,20,0,0,0,0,0,0,0,101,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,nil,0,0
秘刃の暗殺者ジュノン,313,400,345,345,346,1,4,0,0,0,9900,500,30,1,300,2,120,6,14,9961496,1.5,20.0,6,3,128,132,111,0,-252.0,-454.0,-730.0,-618.0,2.0,1,0,2114,5512,1929,0,165,164,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,nil,0,2
封妖の忍者カナメ,314,1000,350,350,457,1,3,0,0,0,3000,250,30,2,110,0,0,7,18,9961495,1.5,20.0,5,3,120,116,104,0,0.0,0.0,0.0,0.0,0.0,2,1,2122,5334,1402,0,115,0,1,1,0,0,0,101,20,0,2,0,20314,1,1,0,0,0,0,0,8,0,0,0,3,nil,0,2
召使いアイリーン,315,2800,352,352,353,1,4,0,315,0,9900,500,30,2,90,3,90,1,360,9961495,1.5,20.0,8,5,129,126,110,0,0.0,0.0,0.0,0.0,0.0,2,0,2130,5514,611,0,167,166,1,1,0,0,0,101,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5,nil,0,3
行商人トトノ,316,12800,356,356,488,1,4,0,316,0,9900,500,30,2,120,3,60,1,360,9961496,1.5,20.0,6,3,126,124,120,0,-252.0,-454.0,-730.0,-618.0,2.0,1,0,2138,5825,525,0,194,0,1,1,0,0,0,101,100,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,nil,0,2
聖夜の弓騎兵サラサ,317,2600,359,359,384,1,4,0,0,0,5000,500,30,1,450,2,90,8,20,9961495,1.5,20.0,8,5,130,128,107,0,0.0,0.0,0.0,0.0,0.0,2,1,2146,5516,2154,0,90,95,1,1,0,0,0,101,3,0,0,0,0,1,1,0,0,0,0,0,0,107,0,0,7,nil,0,3
生命の神木,318,11920,0,0,0,2,5,0,318,318,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,-452.0,-404.0,-142.0,-614.0,2.0,0,0,42,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
マーセナリー,319,3600,0,0,0,2,5,0,319,319,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,-452.0,-404.0,-142.0,-614.0,2.0,0,0,42,0,611,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
レインボウアーマー,320,8,0,0,0,3,4,0,320,320,6000,0,0,0,0,0,0,0,0,9961483,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,42,0,611,0,0,168,0,0,0,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
小祝福青聖霊リーベ,321,17,0,0,0,2,7,0,321,321,2000,19000,0,0,0,0,0,0,0,9961496,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,2155,0,1295,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
魔狼巫女プニル,322,12900,360,360,462,1,7,0,322,0,3000,250,30,1,450,2,90,4,17,9961495,1.5,20.0,3,0,120,118,112,0,0.0,1.0,1677.0,470.0,0.0,1,0,2156,6404,1295,20,47,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,nil,0,0
魔戦団長イングリッド,323,1600,368,368,369,1,5,0,0,0,12000,1000,30,2,150,6,15,4,20,9961495,1.5,20.0,7,3,126,142,134,0,0.0,1.0,1677.0,470.0,0.0,1,0,2164,6101,1685,20,171,59,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,7,nil,0,2
神官戦士フェルミ,324,2200,373,373,374,1,4,0,0,0,9900,500,30,1,300,2,120,2,72,9961495,1.5,20.0,6,3,123,119,128,0,0.0,0.0,0.0,0.0,0.0,2,0,2172,5518,2180,10,172,0,1,1,0,0,0,101,100,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,8,nil,0,2
九尾狐カヨウ,325,2000,113,113,367,1,5,0,325,0,12000,1000,30,1,375,2,150,8,25,9961496,1.5,20.0,7,3,138,140,132,0,0.0,0.0,0.0,0.0,0.0,0,1,2181,6103,1569,10,176,175,1,1,0,0,0,901,400,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,6,nil,0,2
メルヴィナ,326,500,392,392,393,1,4,0,326,0,9900,500,30,2,120,3,60,7,20,9961495,1.5,20.0,6,3,110,134,126,1,-180.0,-408.0,-520.0,-456.0,2.0,1,0,2189,5520,1188,20,177,238,1,1,0,0,0,101,100,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,nil,0,2
仙猿ファー,327,3700,379,379,481,1,4,0,327,0,9900,500,30,1,450,2,90,3,72,9961495,1.5,20.0,8,5,125,125,120,1,-180.0,-408.0,-520.0,-456.0,2.0,1,0,2197,5522,2205,10,174,0,1,1,0,0,0,1001,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,nil,0,3
忘我の呪術師レヴィ,328,12300,237,237,391,1,4,0,0,0,5000,500,30,2,150,0,0,6,14,9961496,1.5,20.0,8,5,121,128,116,0,0.0,0.0,0.0,0.0,0.0,1,0,2206,5827,29,10,33,0,1,1,0,0,0,101,3,0,1,20328,0,1,1,0,0,0,0,0,0,0,0,0,7,nil,0,3
反魂の死霊術師メトゥス,329,11600,394,394,403,1,5,0,329,0,12000,1000,30,2,140,3,70,2,84,9961495,1.5,20.0,9,5,125,132,138,0,0.0,0.0,0.0,0.0,0.0,0,0,2214,6105,12,0,178,59,1,1,0,0,0,101,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,3
付与魔術師リルケ,330,12700,283,283,466,1,3,0,330,0,3000,250,30,2,110,0,0,8,18,9961495,1.5,20.0,5,3,114,120,106,0,-692.0,-206.0,-4.0,-202.0,2.0,2,0,2222,5336,2230,5,180,0,1,1,0,0,0,101,20,0,1,20330,0,1,1,0,0,0,0,0,0,0,0,0,1,nil,0,2
ガーディアンゴーレム,331,3800,0,0,0,2,5,0,331,331,0,0,0,0,0,0,0,0,0,9961501,1.5,20.0,0,0,100,100,100,0,-452.0,-404.0,-142.0,-614.0,2.0,0,0,42,0,611,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
私掠船長サブリナ,332,10400,32,32,402,1,4,0,0,0,5000,500,30,2,90,3,90,8,20,9961496,1.5,20.0,8,5,119,130,116,0,0.0,0.0,0.0,0.0,0.0,1,2,2231,5829,1820,0,181,0,1,1,0,0,0,101,3,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,7,nil,0,3
絆の金聖霊ニナ,333,18,922,0,0,2,3,0,0,0,2000,0,0,0,0,0,0,0,0,9961495,1.5,20.0,0,0,100,100,100,0,-692.0,-206.0,-4.0,-202.0,2.0,0,0,2265,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
絆の白金聖霊セリア,334,18,922,0,0,2,4,0,0,0,3000,0,0,0,0,0,0,0,0,9961495,1.5,20.0,0,0,100,100,100,0,-452.0,-404.0,-142.0,-614.0,2.0,0,0,2266,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
絆の黒聖霊フローリカ,335,18,922,0,0,2,5,0,0,0,4000,0,0,0,0,0,0,0,0,9961495,1.5,20.0,0,0,100,100,100,0,0.0,0.0,0.0,0.0,0.0,0,0,2267,0,35,0,0,0,0,0,0,0,0,9901,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,nil,0,0
時の調停者トワ,336,11700,372,372,408,1,5,0,336,0,12000,1000,30,2,150,4,17,7,25,9961495,1.5,20.0,7,3,135,140,125,0,0.0,0.0,0.0,0.0,0.0,2,1,2239,6107,2247,10,197,226,1,1,0,0,0,101,400,0,3,0,0,1,1,1,1,1,1,0,0,0,0,0,5,nil,0,2
天使長ミルノ,337,1700,406,406,407,1,4,0,0,0,9900,500,30,2,90,3,90,1,360,9961495,1.5,20.0,8,5,112,118,135,0,-550.0,-286.0,-236.0,-500.0,2.0,1,0,2248,5524,2256,25,193,0,1,1,0,0,0,801,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,7,nil,0,3
