ClassID,Name,MaxLevel,Cost,InitHP,MaxHP,AttackType,InitAtk,MaxAtk,MaxTarget,InitDef,MaxDef,AtkSpeedCorrection,AtkArea,JobChange,JobChangeMaterial1,JobChangeMaterial2,JobChangeMaterial3,Data_ExtraAwakeOrb1,Data_ExtraAwakeOrb2,Dot,MissileID,ApproachFlag,BlockNum,DotNo,AttackWait,AttackAnimNo,BuildExp,HpGaugeHeight,AttackAttribute,HitEffect,Explanation,ClassAbility1,ClassAbilityPower1,AwakeType1,AwakeType2,_LowRareEvolveMaterial_01,_LowRareEvolveMaterial_02,_LowRareEvolveMaterial_03,SortGroupID,DisplayPermission,PlaceAttribute,BattleStyle,ChainCount
1720,ドミニオン,99,11,1500,2000,true,590,750,0,360,460,100,40,0,1700,300,10200,1710,0,206,0,true,0,2,30,2,50,0,0,6291712,スキルを使用すると一定時間\n封印を解除できる,0,0,1770,1780,0,0,0,20,,1,1,1
1770,セラフィム,99,11,2000,2500,true,650,840,0,750,900,100,40,0,0,0,0,0,0,206,0,true,0,3,30,2,50,0,0,6291712,スキルを使用すると一定時間\n封印を解除できる\nユニット配置時に全味方の\nHPを全回復,351,0,0,0,0,0,0,20,,1,1,1
1780,アズライール,99,11,2200,2800,true,870,1200,0,490,600,100,40,0,0,0,0,0,0,206,0,true,0,4,30,2,50,0,0,6291712,スキルを使用すると一定時間\n封印を解除できる スキルの\n効果時間が２０％減少するが、\nパラメータが大幅に増加,352,0,0,0,0,0,0,20,,1,1,1
1800,くぐつ使い,50,11,1000,1600,true,190,300,1,150,240,100,40,1810,200,10400,400,0,0,152,10,true,1,0,30,2,7,0,0,6291718,他者からＨＰ回復を受けられない\n非攻撃時にＨＰが秒間10回復\nスキル中のみ敵の移動速度を低下,277,0,0,0,0,0,0,20,,1,1,1
1810,機甲士,80,14,1600,2500,true,300,450,1,240,380,100,40,1820,200,1400,10400,0,0,152,10,true,1,1,30,2,20,0,0,6291718,他者からＨＰ回復を受けられない\n非攻撃時にＨＰが秒間20回復\nスキル中のみ敵の移動速度を低下,278,0,0,0,0,0,0,20,,1,1,1
1820,超電機甲士,99,14,2100,2900,true,410,530,1,330,470,100,40,0,200,1400,10400,1810,0,152,10,true,1,2,30,2,50,0,0,6291718,他者からＨＰ回復を受けられない\n非攻撃時にＨＰが秒間30回復\nスキル中のみ敵の移動速度を低下,279,0,1870,1880,0,0,0,20,,1,1,1
1870,ドールマスター,99,14,2150,3000,true,430,560,1,400,600,100,40,0,0,0,0,0,0,152,10,true,1,3,30,2,50,0,0,6291718,他者からＨＰ回復を受けられない\n非攻撃時にＨＰが秒間120回復\nスキル中のみ敵の移動速度を低下\nスキルの効果時間が30％増加,367,0,0,0,0,0,0,20,,1,1,1
1880,ライドマスター,99,14,2400,3300,true,500,650,1,550,750,100,40,0,0,0,0,0,0,152,10,true,1,4,30,2,50,0,0,6291718,他者からＨＰ回復を受けられない\n非攻撃時にＨＰが秒間30回復\nスキル中のみ敵の移動速度を低下\nスキル使用時にHPが50％回復,368,0,0,0,0,0,0,20,,1,1,1
1900,セーラー,50,6,650,950,true,150,210,1,120,160,100,40,1910,100,200,10400,0,0,156,10,true,1,0,25,3,7,0,0,6291712,1体までの敵を足止めできる\nスキル使用中のみ敵の移動\n速度を下げる 魚人タイプの\n敵に対して攻撃力1.3倍,239,130,0,0,0,0,0,20,,1,1,1
1910,セーラーチーフ,80,9,950,1400,true,210,290,1,160,220,100,40,1920,100,1000,10100,0,0,156,10,true,1,1,25,3,20,0,0,6291712,1体までの敵を足止めできる\nスキル使用中のみ敵の移動\n速度を下げる 魚人タイプの\n敵に対して攻撃力1.3倍,239,130,0,0,0,0,0,20,,1,1,1
1920,セーラーエリート,99,9,1300,1500,true,280,340,1,210,240,100,40,0,100,1000,10100,1910,0,156,116,true,1,2,25,3,50,0,0,6291712,1体までの敵を足止めできる\nスキル使用中のみ範囲攻撃になり\n敵の移動速度を下げる 魚人タイプ\nの敵に対して攻撃力1.5倍,240,150,1970,1980,0,0,0,20,,1,1,1
1970,アドミラル,99,9,1650,1850,true,315,375,1,290,340,100,40,0,0,0,0,0,0,156,116,true,1,3,25,3,50,0,0,6291712,スキル使用中のみ範囲攻撃になり\n敵の移動速度を下げる 魚人タイプ\nの敵に対して攻撃力1.7倍\nスキルの効果時間が30％増加,621,150,0,0,0,0,0,20,,1,1,1
1980,ドレッドノート,99,9,1400,1600,true,210,255,1,210,240,100,40,0,0,0,0,0,0,156,116,true,1,4,25,3,50,0,0,6291712,スキル使用中のみ攻撃力1.5倍、\n射程1.2倍、範囲攻撃になり\n敵の移動速度を下げる 魚人タイプ\nの敵に対して攻撃力1.5倍,240,150,0,0,0,0,0,20,,1,1,1
2000,妖狐,80,8,600,900,true,160,280,2,90,160,100,40,2030,300,800,1000,1410,810,168,0,true,2,0,30,2,20,0,0,6291712,50％の確率で敵からの\n物理攻撃を回避する\nブロックした敵全員を攻撃出来る,313,0,0,0,0,0,0,20,,1,1,1
2030,天狐,99,8,820,1400,true,260,390,2,140,260,100,40,0,0,0,0,0,0,168,0,true,2,2,30,2,50,0,0,6291712,50％の確率で敵からの\n物理攻撃を回避する\nブロックした敵全員を攻撃出来る,314,0,0,0,0,0,0,20,,1,1,1
2100,式鬼,80,0,1400,2000,true,330,530,1,160,200,100,40,0,0,0,0,0,0,167,0,true,1,0,30,2,0,0,0,6291718,陰陽師が操る式神,0,0,0,0,0,0,0,20,,1,1,1
2120,金剛式鬼,99,0,2400,2900,true,500,1030,1,190,370,100,40,0,0,0,0,0,0,167,0,true,1,0,40,2,0,0,0,6291718,陰陽師が操る式神,0,0,0,0,0,0,0,20,,1,1,1
2180,金剛式鬼,99,0,3600,4350,true,750,1545,1,285,555,100,40,0,0,0,0,0,0,167,0,true,1,0,40,2,0,0,0,6291718,陰陽師が操る式神,349,0,0,0,0,0,0,20,,1,1,1
2200,神官戦士,50,8,750,1000,true,140,210,1,160,260,100,40,2210,100,200,2200,0,0,215,-1,true,2,0,20,2,7,0,0,6291718,２体までの敵を足止めできる\n敵をブロックしていない時、\n味方のＨＰを回復する,0,0,0,0,0,0,0,20,,1,1,1
2210,神官戦士長,80,11,1000,1480,true,210,250,1,260,360,100,40,2220,100,10200,2200,0,0,215,-1,true,3,1,20,2,20,0,0,6291718,３体までの敵を足止めできる\n敵をブロックしていない時、\n味方のＨＰを回復する,0,0,0,0,0,0,0,20,,1,1,1
2220,ディバインアーマー,99,11,1250,1800,true,230,330,1,310,400,100,40,0,100,10200,2200,2210,0,215,-1,true,3,2,20,2,50,0,0,6291718,３体までの敵を足止めできる\n敵をブロックしていない時、\n味方のＨＰを回復する,0,0,2270,2280,0,0,0,20,,1,1,1
2270,ディバインロード,99,11,1400,2000,true,310,430,1,350,440,100,40,0,0,0,0,0,0,215,-1,true,3,3,20,2,50,0,0,6291718,敵をブロックしていない時、\n味方のＨＰを回復する\n射程1.2倍\n全員のHPが徐々に回復,957,0,0,0,0,0,0,20,,1,1,1
2280,ゴッドウォリアー,99,11,1800,2500,true,270,380,1,430,550,100,40,0,0,0,0,0,0,215,-1,true,3,4,10,2,50,0,0,6291718,敵をブロックしていない時、\n味方のＨＰを回復する\n魔法耐性が大幅に上昇\n攻撃後の待ち時間を短縮\n,959,0,0,0,0,0,0,20,,1,1,1
2300,ソードスケルトン,80,0,900,1400,true,350,550,1,120,200,100,40,0,0,0,0,0,0,196,0,true,1,0,30,1,0,0,0,6291712,,1033,0,0,0,0,0,0,20,,1,1,1
2320,スケルトンランサー,99,0,1300,1800,true,500,700,1,180,300,100,40,0,0,0,0,0,0,196,0,true,1,0,30,1,0,0,0,6291712,,1033,0,0,0,0,0,0,20,,1,1,1
2400,メイジアーマー,50,18,1000,1350,true,170,220,1,200,280,100,40,2410,200,10100,200,0,0,200,-1,true,3,0,40,2,7,0,0,6291718,３体までの敵を足止めできる\nスキル使用中だけ防御無視の\n遠距離の範囲攻撃,0,0,0,0,0,0,0,20,,1,1,1
2410,バトルメイジ,80,21,1350,1750,true,220,290,1,280,400,100,40,2420,200,200,10100,0,0,200,-1,true,3,1,40,2,20,0,0,6291718,３体までの敵を足止めできる\nスキル使用中だけ防御無視の\n遠距離の範囲攻撃,0,0,0,0,0,0,0,20,,1,1,1
2420,超魔導鎧将,99,24,1550,2550,true,260,345,1,370,480,100,40,0,200,200,10100,2410,0,200,-1,true,4,2,40,2,50,0,0,6291718,４体までの敵を足止めできる\nスキル使用中だけ防御無視の\n遠距離の範囲攻撃,0,0,2470,2480,0,0,0,20,,1,1,1
2470,極魔導鎧帝,99,24,1700,2700,true,310,400,1,390,510,100,40,0,0,0,0,0,0,200,-1,true,4,3,40,2,50,0,0,6291718,４体までの敵を足止めできる\nスキル使用中だけ防御無視の\n遠距離の範囲攻撃\nスキル使用中の射程が上昇,0,0,0,0,0,0,0,20,,1,1,1
2480,ミスティックシールド,99,24,1900,2900,true,280,365,1,485,595,100,40,0,0,0,0,0,0,200,-1,true,5,4,40,2,50,0,0,6291718,５体までの敵を足止めできる\nスキル使用中だけ防御無視の\n遠距離の範囲攻撃\n魔法耐性が上昇,72,0,0,0,0,0,0,20,,1,1,1
2500,ドラゴンライダー,50,24,1200,1700,true,310,400,1,260,350,100,40,2510,100,200,300,0,0,222,63,true,1,0,30,2,7,0,0,6291712,撤退時にコストが７０％回復,129,70,0,0,0,0,0,20,,1,1,1
2510,ドラゴンナイト,80,27,1700,2300,true,400,580,1,350,480,100,40,2520,200,300,600,0,0,222,63,true,1,1,30,2,20,0,0,6291712,撤退時にコストが８０％回復,130,80,0,0,0,0,0,20,,1,1,1
2520,ドラゴンロード,99,32,2000,3200,true,550,760,1,450,690,100,40,0,200,300,600,2510,0,222,63,true,1,2,30,2,50,0,0,6291712,撤退時にコスト全回復,131,0,2570,2580,0,0,0,20,,1,1,1
2570,ドラゴンマスター,99,32,2400,3800,true,610,830,1,530,780,100,40,0,0,0,0,0,0,222,63,true,1,3,30,2,50,0,0,6291712,撤退時にコスト全回復\n魔法耐性が大幅に上昇\nスキル使用中だけ攻撃力と\n射程が1.3倍,1019,0,0,0,0,0,0,20,,1,1,1
2580,ドラゴンブリンガー,99,32,2900,4200,true,680,900,1,600,820,100,40,0,0,0,0,0,0,222,63,true,1,4,30,2,50,0,0,6291712,撤退時にコスト全回復\n魔法耐性が大幅に上昇\n自身のHPが徐々に回復（常時）\nスキル未使用時のみ防御力1.3倍,1020,0,0,0,0,0,0,20,,1,1,1
2600,ボウライダー,50,7,700,950,true,125,210,1,65,110,100,40,2610,10000,10000,300,0,0,224,66,true,1,0,30,2,7,0,0,6291712,撤退時にコストが70％回復\n弓矢での遠距離攻撃が可能\nブロック中は攻撃力が半減,186,70,0,0,0,0,0,20,,1,1,1
2610,ボウライダーチーフ,80,10,950,1180,true,210,305,1,110,160,100,40,2620,10000,10000,300,0,0,224,66,true,1,1,30,2,20,0,0,6291712,撤退時にコストが８０％回復\n弓矢での遠距離攻撃が可能\nブロック中は攻撃力が60％に減少,187,80,0,0,0,0,0,20,,1,1,1
2620,ボウライダーエリート,99,10,1050,1500,true,250,385,1,135,230,100,40,0,0,0,0,0,0,224,83,true,1,2,30,2,50,0,0,6291712,撤退時にコストが全回復\n弓矢での遠距離攻撃が可能\nブロック中は攻撃力が70％に減少,188,0,0,0,0,0,0,20,,1,1,1
2700,トラップ,50,0,300,500,true,110,330,1,90,110,100,40,0,0,0,0,0,0,229,70,true,1,0,30,0,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
2710,強化トラップ,80,0,500,700,true,330,550,1,110,130,100,40,0,0,0,0,0,0,229,71,true,1,0,30,0,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
2720,覚醒トラップ,99,0,610,1000,true,450,880,1,122,160,100,40,0,0,0,0,0,0,229,117,true,1,0,30,0,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
2780,最上級トラップ,99,0,900,1500,true,800,1200,1,150,200,100,40,0,0,0,0,0,0,229,437,true,1,0,30,0,0,0,0,6291712,,983,0,0,0,0,0,0,20,,1,1,1
2800,メイド,80,7,1040,1690,true,170,240,1,130,260,100,40,2830,400,1000,1400,1410,11410,233,-1,true,1,0,30,2,20,0,0,6291718,主人の性能を強化する 配置中、\n主人が死亡した場合撤退扱い\n主人1体配置につき\n自身の攻防+20％(5体まで加算),0,0,0,0,0,0,0,20,,1,1,1
2830,メイド長,99,7,1530,2040,true,210,280,1,230,300,100,40,0,400,1000,1400,1410,11410,233,-1,true,1,2,30,2,50,0,0,6291718,主人の性能を強化する 配置中、\n主人が死亡した場合撤退扱い\n主人1体配置につき\n自身の攻防+20％(5体まで加算),0,0,2870,2880,0,0,0,20,,1,1,1
2870,バトルメイド,99,4,1300,1800,true,330,560,1,130,260,100,40,0,0,0,0,0,0,233,-1,true,1,3,30,2,50,0,0,6291718,主人の性能を強化する 配置中、\n主人が死亡した場合撤退扱い\n主人1体配置につき\n自身の攻防+20％(5体まで加算),0,0,0,0,0,0,0,20,,1,1,1
2880,アーマーメイド,99,7,1650,2300,true,260,360,1,300,450,100,40,0,0,0,0,0,0,233,-1,true,2,4,30,2,50,0,0,6291718,主人の性能を強化する 配置中、\n主人が死亡した場合撤退扱い 状態\n異常を無効化、主人1体配置につき\n自身の攻防+20％(5体まで加算),100,0,0,0,0,0,0,20,,1,1,1
2900,ヴァンパイアロード,80,13,800,2600,true,260,490,1,240,400,100,40,2930,100,400,10600,1510,2210,239,0,true,1,0,30,2,20,0,0,6291712,他ユニットからのＨＰ回復が無効\n攻撃を数回当てた敵を麻痺させる\n攻撃時に最大HPの2％HPが回復,106,0,0,0,0,0,0,20,,1,1,1
2930,ヴァンパイアハイロード,99,13,2300,2800,true,450,560,1,380,540,100,40,0,100,400,10600,1510,2210,239,0,true,1,2,30,2,50,0,0,6291712,他ユニットからのＨＰ回復が無効\n攻撃を数回当てた敵を麻痺させる\n攻撃時に最大HPの2％HPが回復,106,0,2970,2980,0,0,0,20,,1,1,1
2970,カーミラ,99,13,2500,3000,true,520,630,1,460,640,100,40,0,0,0,0,0,0,239,0,true,1,3,30,2,50,0,0,6291712,他ユニットからのＨＰ回復が無効\n攻撃を数回当てた敵を麻痺させる\n攻撃時に最大HPの4％HPが回復\n配置中、アンデッドの攻撃力1.2倍,668,0,0,0,0,0,0,20,,1,1,1
2980,デイウォーカー,99,13,2400,2900,true,560,670,1,380,540,100,40,0,0,0,0,0,0,239,0,true,1,4,30,2,50,0,0,6291712,攻撃を数回当てた敵を麻痺させる\n攻撃時に最大HPの2％HPが回復\n魔法耐性が大幅に上昇,669,0,0,0,0,0,0,20,,1,1,1
3000,ソードマスター,80,19,1100,1800,true,220,460,1,150,280,100,40,3030,600,800,1600,810,1010,248,0,true,1,0,30,2,20,0,0,6291712,スキルで必殺剣を使用可能\n敵の物理攻撃を30％回避,871,0,0,0,0,0,0,20,,1,1,1
3030,剣聖,99,19,1600,2400,true,430,570,1,235,370,100,40,0,600,800,1600,810,1010,248,0,true,1,2,30,2,50,0,0,6291712,スキルで必殺剣を使用可能\n敵の物理攻撃を40％回避,872,0,3070,3080,0,0,0,20,,1,1,1
3070,デッドリーエッジ,99,19,1700,2500,true,450,590,1,235,370,100,40,0,0,0,0,0,0,248,0,true,1,3,30,2,50,0,0,6291712,スキルで必殺剣を使用可能\n敵の物理攻撃を50％回避\nスキル再使用時間を40％短縮\nスキル中の攻撃力1.2倍,577,0,0,0,0,0,0,20,,1,1,1
3080,剣神,99,19,1850,2700,true,520,660,1,280,420,100,40,0,0,0,0,0,0,248,0,true,1,4,25,2,50,0,0,6291712,スキルで必殺剣を使用可能\n敵の物理攻撃を60％回避\nスキル再使用時間を40％短縮\n攻撃後の待ち時間を少し短縮,876,0,0,0,0,0,0,20,,1,1,1
3100,魔獣オルトロス,80,0,1000,1400,true,180,360,1,140,200,100,40,0,0,0,0,0,0,263,93,true,1,0,30,1,0,0,1,6291712,,391,0,0,0,0,0,0,20,,1,1,1
3120,魔獣ケルベロス,99,0,1250,1530,true,290,390,1,180,230,100,40,0,0,0,0,0,0,279,109,true,1,0,30,1,0,0,1,6291712,,391,0,0,0,0,0,0,20,,1,1,1
3170,魔獣ケルベロス,99,0,1625,1989,true,377,507,1,234,299,100,40,0,0,0,0,0,0,279,109,true,1,0,30,1,0,0,1,6291712,,400,0,0,0,0,0,0,20,,1,1,1
3180,魔獣ケルベロス,99,0,3750,4590,true,870,1170,1,540,690,100,40,0,0,0,0,0,0,279,109,true,1,0,30,1,0,0,1,6291712,,401,0,0,0,0,0,0,20,,1,1,1
3200,ロイヤルガード,80,17,1100,1800,true,250,360,1,240,380,100,40,3230,100,200,300,310,1210,274,0,true,2,0,30,2,20,0,0,6291712,２体までの敵を足止めできる\n自身のＨＰが徐々に回復（常時）,525,0,0,0,0,0,0,20,,1,1,1
3230,ロイヤルオーダー,99,17,1500,2500,true,330,430,1,350,480,100,40,0,100,200,300,310,1210,274,0,true,2,2,30,2,50,0,0,6291712,２体までの敵を足止めできる\n自身のＨＰが徐々に回復（常時）,526,0,3270,3280,0,0,0,20,,1,1,1
3270,ロードオブロイヤルズ,99,17,1700,2700,true,420,540,2,390,530,100,40,0,0,0,0,0,0,274,0,true,2,3,30,2,50,0,0,6291712,２体までの敵を足止めできる\n攻撃対象数+1 自身のＨＰが\n徐々に回復（常時） デーモン、\nエンジェル系の敵に攻撃力1.4倍,591,0,0,0,0,0,0,20,,1,1,1
3280,セイクリッドガード,99,17,1600,2600,true,350,450,1,450,600,100,40,0,0,0,0,0,0,274,0,true,2,4,30,2,50,0,0,6291712,２体までの敵を足止めできる\n自身のＨＰが徐々に大回復（常時）\n魔法耐性が上昇,592,0,0,0,0,0,0,20,,1,1,1
3300,リッチ,80,20,8000,8000,true,500,500,1,300,300,100,40,0,0,0,0,0,0,263,53,true,1,0,30,3,0,0,1,6291712,,0,0,0,0,0,0,0,20,,1,1,1
3400,仙人,80,15,900,1800,true,200,350,1,550,950,100,40,3430,300,1400,11300,1810,11210,297,120,true,0,0,30,2,20,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる,0,0,0,0,0,0,0,20,,1,1,1
3430,大仙人,99,15,1600,2300,true,320,640,1,900,1200,100,40,0,300,1400,11300,1810,11210,297,120,true,0,2,30,2,50,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる,0,0,3470,3480,0,0,0,20,,1,1,1
3470,神仙,99,15,1900,2700,true,360,700,1,1200,1500,100,40,0,0,0,0,0,0,297,120,true,0,3,30,2,50,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる\nスキルの効果時間が50％増加\n毒、状態異常を完全に無効化,647,0,0,0,0,0,0,20,,1,1,1
3480,鬼仙,99,15,1700,2400,true,390,730,1,900,1200,100,40,0,0,0,0,0,0,297,120,true,0,4,30,2,50,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる\n遠距離攻撃の射程1.4倍\nスキル中の攻撃力1.3倍,0,0,0,0,0,0,0,20,,1,1,1
3500,魔神,80,16,1000,2800,true,220,450,1,140,230,100,40,3530,1400,10600,1700,1610,1710,306,0,true,1,0,30,2,20,0,1,6291712,自身が死亡した場合撤退扱い\n防御無視攻撃\nHPが回復しない\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,,1,1,1
3530,魔神王,99,19,2600,3350,true,420,580,1,180,260,100,40,0,0,0,0,0,0,306,0,true,1,2,30,2,50,0,1,6291712,自身が死亡した場合撤退扱い\n防御無視攻撃\nHPが回復しない\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,,1,1,1
3600,マーセナリー,80,0,1000,1300,true,210,320,1,200,315,100,40,0,0,0,0,0,0,167,0,true,1,0,30,1,0,0,0,6291718,,0,0,0,0,0,0,0,20,,1,1,1
3620,マスターマーセナリー,99,0,1350,1750,true,350,445,1,330,430,100,40,0,0,0,0,0,0,167,0,true,2,0,30,1,0,0,0,6291718,,0,0,0,0,0,0,0,20,,1,1,1
3670,マスターマーセナリー,99,0,1350,1750,true,350,445,1,330,430,100,40,0,0,0,0,0,0,167,0,true,2,0,30,1,0,0,0,6291718,,100,0,0,0,0,0,0,20,,1,1,1
3700,仙猿,80,15,1000,1900,true,160,310,1,500,850,100,40,3730,300,1400,11300,1810,11210,327,129,true,0,0,30,2,20,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる,0,0,0,0,0,0,0,20,,1,1,1
3730,大仙猿,99,15,1650,2250,true,290,550,1,800,1100,100,40,0,300,1400,11300,1810,11210,327,129,true,0,2,30,2,50,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる,0,0,3770,3770,0,0,0,20,,1,1,1
3770,斉天大聖,99,15,1900,2700,true,360,640,1,1100,1400,100,40,0,0,0,0,0,0,327,129,true,0,3,30,2,50,0,0,6291712,遠距離の物理攻撃 通常時は空を\n飛び、スキル使用で地上に降りる\nスキル中のブロック数が2に変化\n50％の確率で物理攻撃を回避,313,0,0,0,0,0,0,20,,1,1,1
3800,ガーディアンゴーレム,99,0,4000,5400,true,1800,2300,1,1000,1600,100,40,0,0,0,0,0,0,331,-1,true,3,0,240,3,0,0,0,6291712,,44,0,0,0,0,0,0,20,,1,1,1
3810,プロトゴーレム,80,0,2000,4000,true,1000,1800,1,500,1000,100,40,0,0,0,0,0,0,331,-1,true,3,0,240,3,0,0,0,6291712,,44,0,0,0,0,0,0,20,,1,1,1
3900,戦の聖霊,80,12,900,1275,true,120,250,2,100,210,100,40,3930,400,800,1700,110,210,339,111,true,2,0,30,2,20,0,0,6291712,ブロックした敵全員を\n攻撃できる,0,0,0,0,0,0,0,20,,1,1,1
3930,戦の大聖霊,99,12,1180,1600,true,205,330,2,175,300,100,40,0,0,0,0,0,0,339,111,true,2,2,30,2,50,0,0,6291712,ブロックした敵全員を\n攻撃できる,0,0,0,0,0,0,0,20,,1,1,1
4000,ダークストーカー,80,12,900,1400,true,350,530,1,170,270,100,40,4030,100,1700,10600,410,1210,365,0,true,1,0,30,2,20,0,0,6291712,自身が死亡した場合撤退扱い\n撤退時に出撃コストが80％回復\nエンジェル系の敵に対して攻撃力\n1.3倍 魔界で能力低下しない,393,0,0,0,0,0,0,20,,1,1,1
4030,アビスダークストーカー,99,12,1200,1900,true,500,650,1,240,320,100,40,0,0,0,0,0,0,365,0,true,1,2,30,2,50,0,0,6291712,自身が死亡した場合撤退扱い\n撤退時に出撃コストが90％回復\nエンジェル系の敵に対して攻撃力\n1.5倍 魔界で能力低下しない,394,0,0,0,0,0,0,20,,1,1,1
4100,スチームタンク,99,0,1200,1600,true,0,0,1,700,1000,100,40,0,0,0,0,0,0,377,-1,true,1,0,240,2,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
4200,インプ,80,0,1200,1400,true,140,210,1,90,140,100,40,0,0,0,0,0,0,399,0,true,1,0,30,1,0,0,0,6291712,,392,0,0,0,0,0,0,20,,1,1,1
4220,デーモン,99,0,1700,2200,true,300,450,1,120,160,100,40,0,0,0,0,0,0,520,0,true,1,0,45,4,0,0,0,6291718,,392,0,0,0,0,0,0,20,,1,1,1
4270,レディデーモン,99,0,2000,2600,true,400,550,1,350,500,100,40,0,0,0,0,0,0,793,0,true,2,0,45,3,0,0,0,6291712,,392,0,0,0,0,0,0,20,,1,1,1
4300,ぬらりひょん,80,18,800,1400,true,300,480,1,120,200,100,40,4330,800,1000,1600,410,810,403,0,true,1,0,30,3,20,0,0,6291712,スキル中、敵の\n遠距離攻撃の対象にならない,0,0,0,0,0,0,0,20,,1,1,1
4330,総大将ぬらりひょん,99,18,1300,1800,true,440,580,1,180,260,100,40,0,800,1000,1600,410,810,403,0,true,1,2,30,3,50,0,0,6291712,スキル中、敵の\n遠距離攻撃の対象にならない,0,0,4370,4380,0,0,0,20,,1,1,1
4370,妖怪剣客ぬらりひょん,99,18,1400,1900,true,500,650,1,230,320,100,40,0,0,0,0,0,0,403,0,true,1,3,30,3,50,0,0,6291712,スキル中、敵の\n遠距離攻撃の対象にならない\nスキル使用時の攻撃対象が\n２体に上昇し、射程が上昇,0,0,0,0,0,0,0,20,,1,1,1
4380,妖怪総元締ぬらりひょん,99,18,1600,2200,true,470,610,1,300,400,100,40,0,0,0,0,0,0,403,0,true,1,4,30,3,50,0,0,6291712,スキル中、敵の\n遠距離攻撃の対象にならない\n配置中、全妖怪の魔法耐性が\n15上昇し、ＨＰが徐々に回復,589,0,0,0,0,0,0,20,,1,1,1
4400,重装砲兵,50,19,1100,1500,true,190,290,1,230,340,100,40,4410,100,200,11300,0,0,405,29,true,3,0,50,2,7,0,0,6291712,３体までの敵を足止めできる\n敵をブロックしていない時、\n長射程の範囲物理攻撃,0,0,0,0,0,0,0,20,,1,1,1
4410,キャノンアーマー,80,22,1500,2100,true,290,390,1,340,470,100,40,4420,200,600,11300,11310,0,405,29,true,3,1,50,2,20,0,0,6291712,３体までの敵を足止めできる\n敵をブロックしていない時、\n長射程の範囲物理攻撃,0,0,0,0,0,0,0,20,,1,1,1
4420,ギガキャノンアーマー,99,25,1750,2850,true,360,500,1,440,590,100,40,0,200,600,11300,11310,0,405,29,true,3,2,50,2,50,0,0,6291712,３体までの敵を足止めできる\n敵をブロックしていない時、\n長射程の範囲物理攻撃,0,0,4430,4440,0,0,0,20,,1,1,1
4430,バスターアーマー,99,25,1900,3000,true,460,620,1,480,640,100,40,0,0,0,0,0,0,405,29,true,3,3,50,2,50,0,0,6291712,射程1.3倍\n敵をブロックしていない時、\n攻撃力+20％で長射程の\n範囲物理攻撃,673,0,0,0,0,0,0,20,,1,1,1
4440,フォートレス,99,25,2100,3200,true,400,550,1,640,820,100,40,0,0,0,0,0,0,405,319,true,4,4,50,2,50,0,0,6291712,攻撃範囲1.2倍 30％の確率で\n攻撃を完全に無効化する\n敵をブロックしていない時、\n長射程の範囲物理攻撃,674,0,0,0,0,0,0,20,,1,1,1
4500,デシウス,1,0,30000,30000,true,600,600,1,700,700,100,40,0,0,0,0,0,0,406,0,true,1,0,20,3,0,0,0,6291712,,392,0,0,0,0,0,0,20,,1,1,1
4600,ファイアエレメンタル,99,0,1100,1650,true,120,220,1,30,50,100,40,0,0,0,0,0,0,411,174,true,1,0,40,2,0,0,1,6291712,,302,0,0,0,0,0,0,20,,1,1,1
4620,上級ファイアエレメンタル,99,0,1550,1900,true,200,330,1,40,65,100,40,0,0,0,0,0,0,411,174,true,1,0,40,2,0,0,1,6291712,,302,0,0,0,0,0,0,20,,1,1,1
4700,鬼,80,34,2700,4400,true,280,640,1,150,250,100,40,4730,800,600,1400,210,610,413,-1,true,1,0,45,2,20,0,0,6291718,自分の周りの地上の敵全てを\n同時に攻撃,304,0,0,0,0,0,0,20,,1,1,1
4730,大鬼,99,39,4300,5300,true,610,720,1,250,250,100,40,0,800,600,1400,210,610,413,-1,true,1,2,45,2,50,0,0,6291718,自分の周りの地上の敵全てを\n同時に攻撃,304,0,4770,4780,0,0,0,20,,1,1,1
4770,明王,99,39,5000,6200,true,670,800,1,250,250,100,40,0,0,0,0,0,0,413,-1,true,1,3,45,2,50,0,0,6291718,自分の周りの地上の敵全てを\n同時に攻撃\nスキル発動時にHPが50％回復\n魔法耐性が大幅に上昇,663,0,0,0,0,0,0,20,,1,1,1
4780,鬼刃衆頭領,99,39,4500,5500,true,610,720,1,250,250,100,40,0,0,0,0,0,0,413,-1,true,1,4,45,2,50,0,0,6291718,自分の周りの地上の敵全てを\n同時に攻撃 スキルを持ち3体\nまで出撃可能で1体は出撃数に\n含まれないトークンを使役可能,304,0,0,0,0,0,0,20,,1,1,1
